,date,value
4297,05-2012,17
4298,05-2012,23
4299,05-2012,21
4300,05-2012,14
4301,05-2012,21
4302,06-2012,16
4303,06-2012,20
4304,06-2012,19
4305,06-2012,17
4306,06-2012,22
4307,06-2012,27
4308,06-2012,27
4309,06-2012,26
4310,06-2012,34
4311,06-2012,14
4312,06-2012,30
4313,06-2012,20
4314,06-2012,33
4315,06-2012,22
4316,06-2012,18
4317,06-2012,13
4318,06-2012,21
4319,06-2012,17
4320,06-2012,24
4321,06-2012,14
4322,06-2012,17
4323,06-2012,23
4324,06-2012,12
4325,06-2012,15
4326,06-2012,16
4327,06-2012,18
4328,06-2012,19
4329,06-2012,32
4330,06-2012,25
4331,06-2012,18
4332,07-2012,18
4333,07-2012,16
4334,07-2012,19
4335,07-2012,21
4336,07-2012,15
4337,07-2012,20
4338,07-2012,27
4339,07-2012,22
4340,07-2012,19
4341,07-2012,16
4342,07-2012,17
4343,07-2012,11
4344,07-2012,22
4345,07-2012,18
4346,07-2012,22
4347,07-2012,22
4348,07-2012,13
4349,07-2012,14
4350,07-2012,19
4351,07-2012,22
4352,07-2012,14
4353,07-2012,22
4354,07-2012,57
4355,07-2012,21
4356,07-2012,15
4357,07-2012,8
4358,07-2012,11
4359,07-2012,11
4360,07-2012,28
4361,07-2012,14
4362,07-2012,25
4363,08-2012,34
4364,08-2012,23
4365,08-2012,22
4366,08-2012,18
4367,08-2012,26
4368,08-2012,21
4369,08-2012,26
4370,08-2012,21
4371,08-2012,17
4372,08-2012,20
4373,08-2012,23
4374,08-2012,18
4375,08-2012,31
4376,08-2012,26
4377,08-2012,45
4378,08-2012,34
4379,08-2012,14
4380,08-2012,13
4381,08-2012,14
4382,08-2012,17
4383,08-2012,15
4384,08-2012,9
4385,08-2012,8
4386,08-2012,14
4387,08-2012,14
4388,08-2012,18
4389,08-2012,20
4390,08-2012,20
4391,08-2012,22
4392,08-2012,13
4393,08-2012,14
4394,09-2012,16
4395,09-2012,22
4396,09-2012,16
4397,09-2012,18
4398,09-2012,36
4399,09-2012,17
4400,09-2012,18
4401,09-2012,21
4402,09-2012,51
4403,09-2012,15
4404,09-2012,14
4405,09-2012,10
4406,09-2012,12
4407,09-2012,10
4408,09-2012,7
4409,09-2012,12
4410,09-2012,9
4411,09-2012,18
4412,09-2012,19
4413,09-2012,16
4414,09-2012,16
4415,09-2012,13
4416,09-2012,11
4417,09-2012,15
4418,09-2012,17
4419,09-2012,17
4420,09-2012,17
4421,09-2012,17
4422,09-2012,23
4423,09-2012,26
4424,10-2012,20
4425,10-2012,22
4426,10-2012,26
4427,10-2012,17
4428,10-2012,9
4429,10-2012,18
4430,10-2012,18
4431,10-2012,23
4432,10-2012,51
4433,10-2012,15
4434,10-2012,20
4435,10-2012,17
4436,10-2012,13
4437,10-2012,21
4438,10-2012,30
4439,10-2012,17
4440,10-2012,18
4441,10-2012,20
4442,10-2012,28
4443,10-2012,27
4444,10-2012,11
4445,10-2012,13
4446,10-2012,22
4447,10-2012,33
4448,10-2012,16
4449,10-2012,18
4450,10-2012,25
4451,10-2012,26
4452,10-2012,15
4453,10-2012,15
4454,10-2012,16
4455,11-2012,11
4456,11-2012,14
4457,11-2012,24
4458,11-2012,20
4459,11-2012,23
4460,11-2012,18
4461,11-2012,30
4462,11-2012,20
4463,11-2012,19
4464,11-2012,17
4465,11-2012,25
4466,11-2012,14
4467,11-2012,12
4468,11-2012,27
4469,11-2012,13
4470,11-2012,18
4471,11-2012,15
4472,11-2012,28
4473,11-2012,18
4474,11-2012,26
4475,11-2012,22
4476,11-2012,22
4477,11-2012,14
4478,11-2012,14
4479,11-2012,15
4480,11-2012,17
4481,11-2012,33
4482,11-2012,21
4483,11-2012,24
4484,11-2012,11
4485,12-2012,11
4486,12-2012,21
4487,12-2012,21
4488,12-2012,19
4489,12-2012,12
4490,12-2012,15
4491,12-2012,13
4492,12-2012,40
4493,12-2012,10
4494,12-2012,16
4495,12-2012,13
4496,12-2012,18
4497,12-2012,12
4498,12-2012,13
4499,12-2012,8
4500,12-2012,18
4501,12-2012,29
4502,12-2012,15
4503,12-2012,15
4504,12-2012,9
4505,12-2012,14
4506,12-2012,13
4507,12-2012,8
4508,12-2012,9
4509,12-2012,8
4510,12-2012,16
4511,12-2012,20
4512,12-2012,14
4513,12-2012,8
4514,12-2012,18
4515,12-2012,34
4516,01-2013,24
4517,01-2013,20
4518,01-2013,20
4519,01-2013,15
4520,01-2013,39
4521,01-2013,33
4522,01-2013,20
4523,01-2013,22
4524,01-2013,15
4525,01-2013,27
4526,01-2013,26
4527,01-2013,20
4528,01-2013,15
4529,01-2013,24
4530,01-2013,16
4531,01-2013,27
4532,01-2013,28
4533,01-2013,10
4534,01-2013,19
4535,01-2013,17
4536,01-2013,19
4537,01-2013,24
4538,01-2013,26
4539,01-2013,23
4540,01-2013,16
4541,01-2013,30
4542,01-2013,27
4543,01-2013,23
4544,01-2013,19
4545,01-2013,25
4546,01-2013,23
4547,02-2013,22
4548,02-2013,20
4549,02-2013,11
4550,02-2013,19
4551,02-2013,15
4552,02-2013,18
4553,02-2013,18
4554,02-2013,17
4555,02-2013,21
4556,02-2013,27
4557,02-2013,20
4558,02-2013,24
4559,02-2013,13
4560,02-2013,26
4561,02-2013,14
4562,02-2013,37
4563,02-2013,30
4564,02-2013,17
4565,02-2013,31
4566,02-2013,15
4567,02-2013,20
4568,02-2013,12
4569,02-2013,25
4570,02-2013,17
4571,02-2013,35
4572,02-2013,21
4573,02-2013,15
4574,02-2013,29
4575,03-2013,13
4576,03-2013,18
4577,03-2013,17
4578,03-2013,24
4579,03-2013,23
4580,03-2013,26
4581,03-2013,24
4582,03-2013,20
4583,03-2013,15
4584,03-2013,18
4585,03-2013,22
4586,03-2013,21
4587,03-2013,20
4588,03-2013,20
4589,03-2013,11
4590,03-2013,19
4591,03-2013,14
4592,03-2013,33
4593,03-2013,46
4594,03-2013,22
4595,03-2013,20
4596,03-2013,20
4597,03-2013,15
4598,03-2013,15
4599,03-2013,22
4600,03-2013,22
4601,03-2013,27
4602,03-2013,22
4603,03-2013,31
4604,03-2013,18
4605,03-2013,28
4606,04-2013,37
4607,04-2013,19
4608,04-2013,14
4609,04-2013,20
4610,04-2013,21
4611,04-2013,22
4612,04-2013,27
4613,04-2013,33
4614,04-2013,22
4615,04-2013,30
4616,04-2013,26
4617,04-2013,23
4618,04-2013,25
4619,04-2013,27
4620,04-2013,61
4621,04-2013,24
4622,04-2013,26
4623,04-2013,27
4624,04-2013,29
4625,04-2013,22
4626,04-2013,26
4627,04-2013,21
4628,04-2013,33
4629,04-2013,42
4630,04-2013,22
4631,04-2013,27
4632,04-2013,26
4633,04-2013,45
4634,04-2013,37
4635,04-2013,27
4636,05-2013,34
4637,05-2013,26
4638,05-2013,24
4639,05-2013,29
4640,05-2013,44
4641,05-2013,29
4642,05-2013,30
4643,05-2013,34
4644,05-2013,37
4645,05-2013,29
4646,05-2013,65
4647,05-2013,27
4648,05-2013,28
4649,05-2013,20
4650,05-2013,28
4651,05-2013,24
4652,05-2013,24
4653,05-2013,31
4654,05-2013,18
4655,05-2013,54
4656,05-2013,32
4657,05-2013,25
4658,05-2013,23
4659,05-2013,21
4660,05-2013,23
4661,05-2013,20
4662,05-2013,49
4663,05-2013,36
4664,05-2013,22
4665,05-2013,41
4666,05-2013,16
4667,06-2013,18
4668,06-2013,16
4669,06-2013,29
4670,06-2013,18
4671,06-2013,25
4672,06-2013,19
4673,06-2013,13
4674,06-2013,16
4675,06-2013,25
4676,06-2013,26
4677,06-2013,36
4678,06-2013,15
4679,06-2013,13
4680,06-2013,15
4681,06-2013,28
4682,06-2013,37
4683,06-2013,24
4684,06-2013,27
4685,06-2013,23
4686,06-2013,17
4687,06-2013,23
4688,06-2013,23
4689,06-2013,30
4690,06-2013,28
4691,06-2013,30
4692,06-2013,29
4693,06-2013,23
4694,06-2013,27
4695,06-2013,21
4696,06-2013,31
4697,07-2013,30
4698,07-2013,39
4699,07-2013,27
4700,07-2013,32
4701,07-2013,29
4702,07-2013,22
4703,07-2013,29
4704,07-2013,31
4705,07-2013,25
4706,07-2013,11
4707,07-2013,43
4708,07-2013,23
4709,07-2013,27
4710,07-2013,35
4711,07-2013,33
4712,07-2013,16
4713,07-2013,29
4714,07-2013,19
4715,07-2013,34
4716,07-2013,39
4717,07-2013,27
4718,07-2013,46
4719,07-2013,40
4720,07-2013,39
4721,07-2013,37
4722,07-2013,24
4723,07-2013,20
4724,07-2013,23
4725,07-2013,47
4726,07-2013,31
4727,07-2013,36
4728,08-2013,28
4729,08-2013,31
4730,08-2013,20
4731,08-2013,45
4732,08-2013,24
4733,08-2013,37
4734,08-2013,43
4735,08-2013,25
4736,08-2013,11
4737,08-2013,42
4738,08-2013,19
4739,08-2013,31
4740,08-2013,27
4741,08-2013,19
4742,08-2013,31
4743,08-2013,30
4744,08-2013,30
4745,08-2013,24
4746,08-2013,29
4747,08-2013,17
4748,08-2013,22
4749,08-2013,28
4750,08-2013,25
4751,08-2013,23
4752,08-2013,38
4753,08-2013,27
4754,08-2013,28
4755,08-2013,36
4756,08-2013,27
4757,08-2013,19
4758,08-2013,27
4759,09-2013,27
4760,09-2013,19
4761,09-2013,36
4762,09-2013,36
4763,09-2013,19
4764,09-2013,21
4765,09-2013,22
4766,09-2013,21
4767,09-2013,21
4768,09-2013,32
4769,09-2013,34
4770,09-2013,17
4771,09-2013,32
4772,09-2013,33
4773,09-2013,35
4774,09-2013,25
4775,09-2013,33
4776,09-2013,25
4777,09-2013,24
4778,09-2013,25
4779,09-2013,17
4780,09-2013,19
4781,09-2013,29
4782,09-2013,20
4783,09-2013,20
4784,09-2013,27
4785,09-2013,21
4786,09-2013,35
4787,09-2013,20
4788,09-2013,34
4789,10-2013,21
4790,10-2013,27
4791,10-2013,19
4792,10-2013,25
4793,10-2013,24
4794,10-2013,35
4795,10-2013,41
4796,10-2013,19
4797,10-2013,81
4798,10-2013,26
4799,10-2013,19
4800,10-2013,19
4801,10-2013,33
4802,10-2013,25
4803,10-2013,25
4804,10-2013,12
4805,10-2013,29
4806,10-2013,18
4807,10-2013,21
4808,10-2013,26
4809,10-2013,22
4810,10-2013,32
4811,10-2013,38
4812,10-2013,42
4813,10-2013,35
4814,10-2013,36
4815,10-2013,50
4816,10-2013,35
4817,10-2013,64
4818,10-2013,44
4819,10-2013,25
4820,11-2013,21
4821,11-2013,30
4822,11-2013,33
4823,11-2013,48
4824,11-2013,20
4825,11-2013,36
4826,11-2013,26
4827,11-2013,32
4828,11-2013,28
4829,11-2013,34
4830,11-2013,44
4831,11-2013,14
4832,11-2013,47
4833,11-2013,36
4834,11-2013,19
4835,11-2013,29
4836,11-2013,54
4837,11-2013,49
4838,11-2013,30
4839,11-2013,49
4840,11-2013,30
4841,11-2013,31
4842,11-2013,33
4843,11-2013,37
4844,11-2013,41
4845,11-2013,42
4846,11-2013,29
4847,11-2013,57
4848,11-2013,24
4849,11-2013,24
4850,12-2013,21
4851,12-2013,44
4852,12-2013,50
4853,12-2013,43
4854,12-2013,38
4855,12-2013,30
4856,12-2013,24
4857,12-2013,33
4858,12-2013,21
4859,12-2013,33
4860,12-2013,28
4861,12-2013,21
4862,12-2013,22
4863,12-2013,31
4864,12-2013,35
4865,12-2013,43
4866,12-2013,46
4867,12-2013,30
4868,12-2013,25
4869,12-2013,29
4870,12-2013,31
4871,12-2013,31
4872,12-2013,26
