,date,value
0,01-2000,22
1,01-2000,2
2,01-2000,10
3,01-2000,4
4,01-2000,4
5,01-2000,1
6,01-2000,3
7,01-2000,6
8,01-2000,5
9,01-2000,1
10,01-2000,3
11,01-2000,14
12,01-2000,3
13,01-2000,3
14,01-2000,4
15,01-2000,5
16,01-2000,5
17,01-2000,3
18,01-2000,3
19,01-2000,2
20,01-2000,3
21,01-2000,3
22,01-2000,6
23,01-2000,3
24,01-2000,6
25,01-2000,5
26,01-2000,4
27,01-2000,8
28,01-2000,4
29,01-2000,3
30,02-2000,2
31,02-2000,5
32,02-2000,1
33,02-2000,3
34,02-2000,2
35,02-2000,2
36,02-2000,2
37,02-2000,6
38,02-2000,2
39,02-2000,2
40,02-2000,2
41,02-2000,4
42,02-2000,3
43,02-2000,5
44,02-2000,2
45,02-2000,9
46,02-2000,4
47,02-2000,9
48,02-2000,2
49,02-2000,7
50,02-2000,6
51,02-2000,3
52,02-2000,6
53,02-2000,1
54,03-2000,7
55,03-2000,3
56,03-2000,2
57,03-2000,6
58,03-2000,3
59,03-2000,2
60,03-2000,4
61,03-2000,2
62,03-2000,1
63,03-2000,1
64,03-2000,3
65,03-2000,5
66,03-2000,2
67,03-2000,2
68,03-2000,3
69,03-2000,3
70,03-2000,2
71,03-2000,2
72,03-2000,2
73,03-2000,1
74,03-2000,7
75,03-2000,2
76,03-2000,2
77,03-2000,2
78,03-2000,3
79,03-2000,2
80,04-2000,5
81,04-2000,2
82,04-2000,6
83,04-2000,2
84,04-2000,2
85,04-2000,2
86,04-2000,3
87,04-2000,8
88,04-2000,1
89,04-2000,7
90,04-2000,4
91,04-2000,3
92,04-2000,3
93,04-2000,5
94,04-2000,2
95,04-2000,1
96,04-2000,3
97,04-2000,3
98,04-2000,6
99,04-2000,5
100,04-2000,1
101,04-2000,8
102,04-2000,1
103,05-2000,4
104,05-2000,4
105,05-2000,10
106,05-2000,3
107,05-2000,2
108,05-2000,2
109,05-2000,4
110,05-2000,3
111,05-2000,1
112,05-2000,1
113,05-2000,3
114,05-2000,3
115,05-2000,1
116,05-2000,5
117,05-2000,3
118,05-2000,2
119,05-2000,4
120,05-2000,3
121,05-2000,4
122,05-2000,7
123,05-2000,2
124,05-2000,3
125,05-2000,4
126,05-2000,5
127,05-2000,2
128,05-2000,6
129,05-2000,5
130,05-2000,3
131,05-2000,4
132,05-2000,1
133,06-2000,2
134,06-2000,7
135,06-2000,3
136,06-2000,8
137,06-2000,3
138,06-2000,16
139,06-2000,7
140,06-2000,15
141,06-2000,2
142,06-2000,7
143,06-2000,2
144,06-2000,4
145,06-2000,3
146,06-2000,1
147,06-2000,5
148,06-2000,5
149,06-2000,2
150,06-2000,3
151,06-2000,2
152,06-2000,2
153,06-2000,2
154,06-2000,4
155,06-2000,1
156,06-2000,4
157,06-2000,4
158,06-2000,3
159,06-2000,2
160,06-2000,3
161,07-2000,4
162,07-2000,6
163,07-2000,1
164,07-2000,3
165,07-2000,3
166,07-2000,5
167,07-2000,2
168,07-2000,10
169,07-2000,7
170,07-2000,3
171,07-2000,3
172,07-2000,6
173,07-2000,4
174,07-2000,7
175,07-2000,11
176,07-2000,5
177,07-2000,4
178,07-2000,7
179,07-2000,5
180,07-2000,1
181,07-2000,4
182,07-2000,2
183,07-2000,4
184,07-2000,2
185,07-2000,6
186,07-2000,2
187,07-2000,1
188,07-2000,5
189,07-2000,6
190,07-2000,3
191,08-2000,2
192,08-2000,1
193,08-2000,3
194,08-2000,2
195,08-2000,1
196,08-2000,1
197,08-2000,4
198,08-2000,2
199,08-2000,4
200,08-2000,3
201,08-2000,2
202,08-2000,2
203,08-2000,8
204,08-2000,7
205,08-2000,4
206,08-2000,4
207,08-2000,4
208,08-2000,4
209,08-2000,2
210,08-2000,7
211,08-2000,2
212,08-2000,2
213,08-2000,1
214,08-2000,5
215,08-2000,4
216,08-2000,3
217,08-2000,6
218,08-2000,3
219,08-2000,3
220,08-2000,4
221,08-2000,1
222,09-2000,4
223,09-2000,2
224,09-2000,9
225,09-2000,3
226,09-2000,3
227,09-2000,8
228,09-2000,5
229,09-2000,4
230,09-2000,5
231,09-2000,4
232,09-2000,6
233,09-2000,11
234,09-2000,8
235,09-2000,7
236,09-2000,4
237,09-2000,3
238,09-2000,5
239,09-2000,3
240,09-2000,4
241,09-2000,9
242,09-2000,7
243,09-2000,2
244,09-2000,5
245,09-2000,5
246,09-2000,8
247,09-2000,5
248,09-2000,12
249,09-2000,2
250,09-2000,9
251,09-2000,3
252,10-2000,5
253,10-2000,4
254,10-2000,2
255,10-2000,2
256,10-2000,4
257,10-2000,4
258,10-2000,2
259,10-2000,2
260,10-2000,6
261,10-2000,3
262,10-2000,3
263,10-2000,3
264,10-2000,7
265,10-2000,2
266,10-2000,6
267,10-2000,5
268,10-2000,8
269,10-2000,9
270,10-2000,5
271,10-2000,6
272,10-2000,7
273,10-2000,9
274,10-2000,6
275,10-2000,2
276,10-2000,4
277,10-2000,1
278,10-2000,1
279,10-2000,2
280,10-2000,4
281,10-2000,1
282,11-2000,5
283,11-2000,6
284,11-2000,3
285,11-2000,4
286,11-2000,2
287,11-2000,2
288,11-2000,2
289,11-2000,2
290,11-2000,4
291,11-2000,4
292,11-2000,7
293,11-2000,6
294,11-2000,7
295,11-2000,4
296,11-2000,5
297,11-2000,5
298,11-2000,6
299,11-2000,6
300,11-2000,3
301,11-2000,4
302,11-2000,11
303,11-2000,4
304,11-2000,8
305,11-2000,7
306,11-2000,5
307,11-2000,4
308,11-2000,8
309,11-2000,4
310,11-2000,1
311,12-2000,5
312,12-2000,1
313,12-2000,1
314,12-2000,3
315,12-2000,4
316,12-2000,7
317,12-2000,2
318,12-2000,6
319,12-2000,2
320,12-2000,3
321,12-2000,6
322,12-2000,3
323,12-2000,3
324,12-2000,1
325,12-2000,3
326,12-2000,3
327,12-2000,5
328,12-2000,6
329,12-2000,6
330,12-2000,2
331,12-2000,3
332,12-2000,2
333,12-2000,39
334,12-2000,7
335,12-2000,4
336,12-2000,3
337,12-2000,7
338,12-2000,11
339,01-2001,4
340,01-2001,3
341,01-2001,5
342,01-2001,1
343,01-2001,5
344,01-2001,5
345,01-2001,9
346,01-2001,3
347,01-2001,7
348,01-2001,6
349,01-2001,4
350,01-2001,1
351,01-2001,4
352,01-2001,2
353,01-2001,6
354,01-2001,8
355,01-2001,3
356,01-2001,3
357,01-2001,7
358,01-2001,4
359,01-2001,6
360,01-2001,7
361,01-2001,8
362,01-2001,6
363,01-2001,3
364,01-2001,4
365,01-2001,2
366,01-2001,8
367,01-2001,3
368,01-2001,5
369,01-2001,2
370,02-2001,5
371,02-2001,1
372,02-2001,5
373,02-2001,7
374,02-2001,7
375,02-2001,7
376,02-2001,4
377,02-2001,6
378,02-2001,3
379,02-2001,6
380,02-2001,3
381,02-2001,5
382,02-2001,3
383,02-2001,5
384,02-2001,2
385,02-2001,3
386,02-2001,5
387,02-2001,5
388,02-2001,3
389,02-2001,4
390,02-2001,4
391,02-2001,5
392,02-2001,4
393,02-2001,2
394,02-2001,1
395,02-2001,4
396,02-2001,4
397,02-2001,3
398,03-2001,4
399,03-2001,5
400,03-2001,8
401,03-2001,6
402,03-2001,1
403,03-2001,1
404,03-2001,3
405,03-2001,4
406,03-2001,10
407,03-2001,4
408,03-2001,3
409,03-2001,6
410,03-2001,2
411,03-2001,2
412,03-2001,2
413,03-2001,6
414,03-2001,6
415,03-2001,4
416,03-2001,5
417,03-2001,2
418,03-2001,3
419,03-2001,4
420,03-2001,2
421,03-2001,9
422,03-2001,8
423,03-2001,3
424,03-2001,6
425,03-2001,5
426,03-2001,2
427,03-2001,1
428,04-2001,3
429,04-2001,6
430,04-2001,5
431,04-2001,4
432,04-2001,3
433,04-2001,2
434,04-2001,5
435,04-2001,2
436,04-2001,1
437,04-2001,4
438,04-2001,3
439,04-2001,2
440,04-2001,3
441,04-2001,7
442,04-2001,2
443,04-2001,4
444,04-2001,5
445,04-2001,2
446,04-2001,3
447,04-2001,3
448,04-2001,5
449,04-2001,7
450,04-2001,5
451,04-2001,4
452,04-2001,6
453,04-2001,3
454,04-2001,4
455,05-2001,9
456,05-2001,1
457,05-2001,2
458,05-2001,2
459,05-2001,3
460,05-2001,3
461,05-2001,2
462,05-2001,1
463,05-2001,3
464,05-2001,6
465,05-2001,2
466,05-2001,1
467,05-2001,1
468,05-2001,1
469,05-2001,4
470,05-2001,1
471,05-2001,2
472,05-2001,1
473,05-2001,5
474,05-2001,2
475,05-2001,3
476,05-2001,2
477,05-2001,2
478,05-2001,8
479,05-2001,7
480,05-2001,5
481,05-2001,6
482,06-2001,3
483,06-2001,4
484,06-2001,3
485,06-2001,1
486,06-2001,1
487,06-2001,1
488,06-2001,6
489,06-2001,4
490,06-2001,3
491,06-2001,2
492,06-2001,2
493,06-2001,3
494,06-2001,3
495,06-2001,7
496,06-2001,1
497,06-2001,2
498,06-2001,2
499,06-2001,1
500,06-2001,3
501,06-2001,1
502,06-2001,1
503,06-2001,5
504,06-2001,5
505,06-2001,5
506,06-2001,4
507,06-2001,2
508,07-2001,1
509,07-2001,2
510,07-2001,1
511,07-2001,4
512,07-2001,1
513,07-2001,2
514,07-2001,5
515,07-2001,1
516,07-2001,3
517,07-2001,1
518,07-2001,2
519,07-2001,1
520,07-2001,1
521,07-2001,2
522,07-2001,3
523,07-2001,2
524,07-2001,3
525,07-2001,2
526,07-2001,4
527,07-2001,1
528,07-2001,3
529,07-2001,9
530,07-2001,2
531,07-2001,2
532,07-2001,1
533,07-2001,5
534,07-2001,2
535,07-2001,1
536,07-2001,1
537,08-2001,12
538,08-2001,13
539,08-2001,11
540,08-2001,4
541,08-2001,23
542,08-2001,6
543,08-2001,18
544,08-2001,11
545,08-2001,15
546,08-2001,16
547,08-2001,14
548,08-2001,21
549,08-2001,18
550,08-2001,27
551,08-2001,18
552,08-2001,26
553,08-2001,16
554,08-2001,20
555,08-2001,14
556,08-2001,21
557,08-2001,16
558,08-2001,20
559,08-2001,26
560,08-2001,19
561,08-2001,20
562,08-2001,23
563,08-2001,23
564,08-2001,22
565,08-2001,26
566,08-2001,15
567,08-2001,10
568,09-2001,7
569,09-2001,7
570,09-2001,8
571,09-2001,4
572,09-2001,3
573,09-2001,2
574,09-2001,2
575,09-2001,5
576,09-2001,6
577,09-2001,4
578,09-2001,8
579,09-2001,1
580,09-2001,3
581,09-2001,2
582,09-2001,7
583,09-2001,5
584,09-2001,2
585,09-2001,1
586,09-2001,6
587,09-2001,6
588,09-2001,1
589,09-2001,3
590,09-2001,3
591,09-2001,2
592,09-2001,3
593,09-2001,3
594,09-2001,5
595,09-2001,1
596,10-2001,4
597,10-2001,4
598,10-2001,2
599,10-2001,3
600,10-2001,1
601,10-2001,3
602,10-2001,5
603,10-2001,1
604,10-2001,5
605,10-2001,6
606,10-2001,4
607,10-2001,5
608,10-2001,3
609,10-2001,4
610,10-2001,4
611,10-2001,2
612,10-2001,3
613,10-2001,1
614,10-2001,3
615,10-2001,1
616,10-2001,1
617,10-2001,1
618,10-2001,4
619,10-2001,4
620,10-2001,7
621,10-2001,4
622,10-2001,4
623,11-2001,4
624,11-2001,2
625,11-2001,2
626,11-2001,1
627,11-2001,7
628,11-2001,5
629,11-2001,3
630,11-2001,2
631,11-2001,9
632,11-2001,10
633,11-2001,1
634,11-2001,1
635,11-2001,5
636,11-2001,4
637,11-2001,2
638,11-2001,2
639,11-2001,3
640,11-2001,1
641,11-2001,2
642,11-2001,4
643,11-2001,4
644,11-2001,3
645,11-2001,5
646,11-2001,3
647,11-2001,3
648,11-2001,5
649,11-2001,3
650,11-2001,13
651,11-2001,3
652,12-2001,10
653,12-2001,4
654,12-2001,6
655,12-2001,3
656,12-2001,2
657,12-2001,2
658,12-2001,1
659,12-2001,4
660,12-2001,6
661,12-2001,4
662,12-2001,5
663,12-2001,2
664,12-2001,4
665,12-2001,5
666,12-2001,5
667,12-2001,3
668,12-2001,3
669,12-2001,1
670,12-2001,3
671,12-2001,4
672,12-2001,8
673,12-2001,1
674,12-2001,4
675,12-2001,1
676,12-2001,3
677,12-2001,2
678,01-2002,11
679,01-2002,5
680,01-2002,4
681,01-2002,4
682,01-2002,6
683,01-2002,2
684,01-2002,1
685,01-2002,2
686,01-2002,1
687,01-2002,4
688,01-2002,1
689,01-2002,7
690,01-2002,9
691,01-2002,9
692,01-2002,8
693,01-2002,3
694,01-2002,4
695,01-2002,1
696,01-2002,4
697,01-2002,3
698,01-2002,5
699,01-2002,6
700,01-2002,3
701,01-2002,2
702,01-2002,4
703,01-2002,6
704,01-2002,4
705,02-2002,8
706,02-2002,7
707,02-2002,5
708,02-2002,8
709,02-2002,5
710,02-2002,6
711,02-2002,5
712,02-2002,9
713,02-2002,5
714,02-2002,4
715,02-2002,10
716,02-2002,5
717,02-2002,6
718,02-2002,5
719,02-2002,3
720,02-2002,4
721,02-2002,3
722,02-2002,2
723,02-2002,3
724,02-2002,3
725,02-2002,1
726,02-2002,3
727,02-2002,4
728,02-2002,2
729,02-2002,2
730,02-2002,1
731,02-2002,2
732,02-2002,4
733,03-2002,1
734,03-2002,1
735,03-2002,1
736,03-2002,2
737,03-2002,6
738,03-2002,2
739,03-2002,1
740,03-2002,2
741,03-2002,4
742,03-2002,1
743,03-2002,3
744,03-2002,1
745,03-2002,3
746,03-2002,2
747,03-2002,4
748,03-2002,4
749,03-2002,2
750,03-2002,4
751,03-2002,3
752,03-2002,5
753,03-2002,2
754,03-2002,2
755,03-2002,3
756,03-2002,2
757,03-2002,5
758,03-2002,3
759,03-2002,2
760,04-2002,12
761,04-2002,5
762,04-2002,6
763,04-2002,1
764,04-2002,2
765,04-2002,1
766,04-2002,1
767,04-2002,2
768,04-2002,5
769,04-2002,3
770,04-2002,5
771,04-2002,4
772,04-2002,2
773,04-2002,3
774,04-2002,7
775,04-2002,1
776,04-2002,2
777,04-2002,4
778,04-2002,3
779,04-2002,6
780,04-2002,6
781,04-2002,4
782,04-2002,2
783,04-2002,2
784,04-2002,5
785,04-2002,1
786,05-2002,13
787,05-2002,8
788,05-2002,4
789,05-2002,5
790,05-2002,5
791,05-2002,4
792,05-2002,8
793,05-2002,10
794,05-2002,5
795,05-2002,5
796,05-2002,4
797,05-2002,4
798,05-2002,7
799,05-2002,2
800,05-2002,3
801,05-2002,3
802,05-2002,3
803,05-2002,2
804,05-2002,4
805,05-2002,4
806,05-2002,2
807,05-2002,3
808,05-2002,6
809,05-2002,3
810,05-2002,4
811,05-2002,1
812,05-2002,5
813,05-2002,8
814,05-2002,1
815,05-2002,2
816,06-2002,2
817,06-2002,3
818,06-2002,3
819,06-2002,3
820,06-2002,7
821,06-2002,4
822,06-2002,2
823,06-2002,3
824,06-2002,2
825,06-2002,5
826,06-2002,1
827,06-2002,3
828,06-2002,6
829,06-2002,4
830,06-2002,2
831,06-2002,8
832,06-2002,2
833,06-2002,5
834,06-2002,6
835,06-2002,2
836,06-2002,2
837,06-2002,8
838,06-2002,1
839,06-2002,7
840,06-2002,1
841,06-2002,1
842,06-2002,1
843,07-2002,5
844,07-2002,1
845,07-2002,1
846,07-2002,4
847,07-2002,7
848,07-2002,3
849,07-2002,4
850,07-2002,1
851,07-2002,5
852,07-2002,2
853,07-2002,9
854,07-2002,4
855,07-2002,2
856,07-2002,7
857,07-2002,4
858,07-2002,2
859,07-2002,2
860,07-2002,2
861,07-2002,2
862,07-2002,2
863,07-2002,1
864,07-2002,2
865,07-2002,2
866,07-2002,1
867,07-2002,1
868,07-2002,5
869,07-2002,3
870,08-2002,8
871,08-2002,4
872,08-2002,2
873,08-2002,13
874,08-2002,4
875,08-2002,5
876,08-2002,3
877,08-2002,4
878,08-2002,5
879,08-2002,1
880,08-2002,6
881,08-2002,4
882,08-2002,6
883,08-2002,2
884,08-2002,4
885,08-2002,4
886,08-2002,2
887,08-2002,1
888,08-2002,1
889,08-2002,4
890,08-2002,1
891,08-2002,1
892,08-2002,4
893,08-2002,7
894,08-2002,3
895,08-2002,4
896,08-2002,8
897,08-2002,3
898,08-2002,3
899,09-2002,2
900,09-2002,2
901,09-2002,6
902,09-2002,3
903,09-2002,2
904,09-2002,2
905,09-2002,1
906,09-2002,2
907,09-2002,1
908,09-2002,1
909,09-2002,1
910,09-2002,9
911,09-2002,2
912,09-2002,2
913,09-2002,3
914,09-2002,6
915,09-2002,1
916,09-2002,2
917,09-2002,2
918,09-2002,3
919,09-2002,2
920,09-2002,1
921,09-2002,3
922,09-2002,3
923,10-2002,4
924,10-2002,5
925,10-2002,3
926,10-2002,1
927,10-2002,1
928,10-2002,3
929,10-2002,4
930,10-2002,2
931,10-2002,2
932,10-2002,3
933,10-2002,8
934,10-2002,2
935,10-2002,4
936,10-2002,3
937,10-2002,2
938,10-2002,1
939,10-2002,2
940,10-2002,3
941,10-2002,2
942,10-2002,4
943,10-2002,2
944,10-2002,1
945,10-2002,1
946,10-2002,3
947,10-2002,1
948,10-2002,5
949,10-2002,3
950,11-2002,2
951,11-2002,4
952,11-2002,7
953,11-2002,7
954,11-2002,1
955,11-2002,1
956,11-2002,3
957,11-2002,3
958,11-2002,1
959,11-2002,2
960,11-2002,5
961,11-2002,4
962,11-2002,4
963,11-2002,2
964,11-2002,1
965,11-2002,3
966,11-2002,3
967,11-2002,2
968,11-2002,4
969,11-2002,8
970,11-2002,2
971,11-2002,3
972,11-2002,1
973,11-2002,5
974,11-2002,7
975,11-2002,2
976,11-2002,8
977,11-2002,1
978,12-2002,1
979,12-2002,3
980,12-2002,2
981,12-2002,2
982,12-2002,3
983,12-2002,3
984,12-2002,2
985,12-2002,1
986,12-2002,1
987,12-2002,2
988,12-2002,4
989,12-2002,1
990,12-2002,4
991,12-2002,1
992,12-2002,1
993,12-2002,1
994,12-2002,1
995,12-2002,1
996,12-2002,1
997,12-2002,3
998,12-2002,1
999,12-2002,1
1000,01-2003,16
1001,01-2003,4
1002,01-2003,8
1003,01-2003,5
1004,01-2003,7
1005,01-2003,5
1006,01-2003,5
1007,01-2003,2
1008,01-2003,4
1009,01-2003,9
1010,01-2003,8
1011,01-2003,5
1012,01-2003,7
1013,01-2003,4
1014,01-2003,2
1015,01-2003,12
1016,01-2003,3
1017,01-2003,2
1018,01-2003,3
1019,01-2003,6
1020,01-2003,3
1021,01-2003,4
1022,01-2003,7
1023,01-2003,3
1024,01-2003,4
1025,01-2003,10
1026,01-2003,3
1027,01-2003,14
1028,01-2003,2
1029,01-2003,2
1030,01-2003,4
1031,02-2003,1
1032,02-2003,4
1033,02-2003,3
1034,02-2003,3
1035,02-2003,2
1036,02-2003,3
1037,02-2003,8
1038,02-2003,6
1039,02-2003,7
1040,02-2003,3
1041,02-2003,3
1042,02-2003,3
1043,02-2003,2
1044,02-2003,4
1045,02-2003,7
1046,02-2003,2
1047,02-2003,3
1048,02-2003,6
1049,02-2003,2
1050,02-2003,3
1051,02-2003,2
1052,02-2003,10
1053,02-2003,4
1054,02-2003,5
1055,02-2003,2
1056,03-2003,2
1057,03-2003,1
1058,03-2003,5
1059,03-2003,10
1060,03-2003,8
1061,03-2003,3
1062,03-2003,7
1063,03-2003,7
1064,03-2003,2
1065,03-2003,5
1066,03-2003,11
1067,03-2003,7
1068,03-2003,5
1069,03-2003,6
1070,03-2003,6
1071,03-2003,3
1072,03-2003,5
1073,03-2003,7
1074,03-2003,5
1075,03-2003,3
1076,03-2003,6
1077,03-2003,8
1078,03-2003,13
1079,03-2003,3
1080,03-2003,2
1081,03-2003,8
1082,03-2003,7
1083,03-2003,6
1084,03-2003,2
1085,03-2003,5
1086,03-2003,3
1087,04-2003,1
1088,04-2003,2
1089,04-2003,3
1090,04-2003,3
1091,04-2003,1
1092,04-2003,1
1093,04-2003,1
1094,04-2003,5
1095,04-2003,2
1096,04-2003,3
1097,04-2003,1
1098,04-2003,5
1099,04-2003,3
1100,04-2003,5
1101,04-2003,3
1102,04-2003,5
1103,04-2003,2
1104,04-2003,3
1105,04-2003,1
1106,04-2003,2
1107,04-2003,2
1108,04-2003,1
1109,04-2003,2
1110,04-2003,2
1111,04-2003,1
1112,04-2003,1
1113,04-2003,1
1114,04-2003,2
1115,05-2003,2
1116,05-2003,5
1117,05-2003,2
1118,05-2003,3
1119,05-2003,5
1120,05-2003,5
1121,05-2003,6
1122,05-2003,1
1123,05-2003,6
1124,05-2003,5
1125,05-2003,8
1126,05-2003,3
1127,05-2003,3
1128,05-2003,2
1129,05-2003,5
1130,05-2003,4
1131,05-2003,2
1132,05-2003,4
1133,05-2003,3
1134,05-2003,6
1135,05-2003,2
1136,05-2003,2
1137,05-2003,5
1138,05-2003,5
1139,05-2003,4
1140,05-2003,5
1141,05-2003,2
1142,05-2003,2
1143,05-2003,3
1144,05-2003,4
1145,06-2003,3
1146,06-2003,1
1147,06-2003,2
1148,06-2003,9
1149,06-2003,2
1150,06-2003,1
1151,06-2003,2
1152,06-2003,1
1153,06-2003,1
1154,06-2003,1
1155,06-2003,6
1156,06-2003,3
1157,06-2003,5
1158,06-2003,1
1159,06-2003,2
1160,06-2003,2
1161,06-2003,3
1162,06-2003,5
1163,06-2003,2
1164,06-2003,1
1165,06-2003,1
1166,06-2003,2
1167,07-2003,4
1168,07-2003,3
1169,07-2003,4
1170,07-2003,4
1171,07-2003,4
1172,07-2003,1
1173,07-2003,5
1174,07-2003,2
1175,07-2003,5
1176,07-2003,3
1177,07-2003,2
1178,07-2003,2
1179,07-2003,1
1180,07-2003,7
1181,07-2003,5
1182,07-2003,3
1183,07-2003,5
1184,07-2003,1
1185,07-2003,2
1186,07-2003,2
1187,07-2003,4
1188,07-2003,3
1189,07-2003,8
1190,07-2003,5
1191,07-2003,4
1192,07-2003,4
1193,07-2003,2
1194,07-2003,1
1195,08-2003,4
1196,08-2003,3
1197,08-2003,4
1198,08-2003,2
1199,08-2003,1
1200,08-2003,1
1201,08-2003,3
1202,08-2003,3
1203,08-2003,1
1204,08-2003,3
1205,08-2003,2
1206,08-2003,1
1207,08-2003,2
1208,08-2003,1
1209,08-2003,1
1210,08-2003,1
1211,08-2003,1
1212,08-2003,1
1213,08-2003,2
1214,08-2003,1
1215,09-2003,3
1216,09-2003,3
1217,09-2003,3
1218,09-2003,2
1219,09-2003,2
1220,09-2003,3
1221,09-2003,2
1222,09-2003,2
1223,09-2003,3
1224,09-2003,2
1225,09-2003,2
1226,09-2003,1
1227,09-2003,1
1228,09-2003,1
1229,09-2003,2
1230,09-2003,2
1231,09-2003,3
1232,09-2003,3
1233,09-2003,6
1234,09-2003,3
1235,09-2003,5
1236,09-2003,2
1237,09-2003,3
1238,09-2003,1
1239,10-2003,5
1240,10-2003,4
1241,10-2003,2
1242,10-2003,2
1243,10-2003,1
1244,10-2003,2
1245,10-2003,2
1246,10-2003,5
1247,10-2003,4
1248,10-2003,2
1249,10-2003,1
1250,10-2003,2
1251,10-2003,3
1252,10-2003,5
1253,10-2003,2
1254,10-2003,2
1255,10-2003,1
1256,10-2003,1
1257,10-2003,1
1258,10-2003,2
1259,10-2003,1
1260,10-2003,4
1261,10-2003,1
1262,10-2003,2
1263,10-2003,1
1264,11-2003,1
1265,11-2003,2
1266,11-2003,3
1267,11-2003,1
1268,11-2003,4
1269,11-2003,3
1270,11-2003,2
1271,11-2003,4
1272,11-2003,3
1273,11-2003,3
1274,11-2003,1
1275,11-2003,4
1276,11-2003,1
1277,11-2003,1
1278,11-2003,3
1279,11-2003,9
1280,11-2003,4
1281,11-2003,6
1282,11-2003,4
1283,11-2003,6
1284,11-2003,1
1285,11-2003,7
1286,11-2003,1
1287,11-2003,1
1288,11-2003,5
1289,11-2003,1
1290,11-2003,3
1291,11-2003,1
1292,12-2003,4
1293,12-2003,3
1294,12-2003,3
1295,12-2003,5
1296,12-2003,2
1297,12-2003,4
1298,12-2003,2
1299,12-2003,6
1300,12-2003,1
1301,12-2003,1
1302,12-2003,2
1303,12-2003,1
1304,12-2003,1
1305,12-2003,3
1306,12-2003,1
1307,12-2003,2
1308,12-2003,1
1309,12-2003,2
1310,12-2003,3
1311,12-2003,4
1312,12-2003,3
1313,12-2003,2
1314,12-2003,6
1315,12-2003,2
1316,12-2003,5
1317,12-2003,1
1318,12-2003,1
1319,01-2004,3
1320,01-2004,2
1321,01-2004,1
1322,01-2004,2
1323,01-2004,4
1324,01-2004,3
1325,01-2004,4
1326,01-2004,2
1327,01-2004,4
1328,01-2004,4
1329,01-2004,2
1330,01-2004,5
1331,01-2004,1
1332,01-2004,4
1333,01-2004,3
1334,01-2004,2
1335,01-2004,3
1336,01-2004,2
1337,01-2004,1
1338,01-2004,1
1339,01-2004,1
1340,01-2004,1
1341,01-2004,2
1342,01-2004,1
1343,01-2004,1
1344,01-2004,1
1345,01-2004,4
1346,02-2004,2
1347,02-2004,1
1348,02-2004,2
1349,02-2004,1
1350,02-2004,2
1351,02-2004,1
1352,02-2004,1
1353,02-2004,2
1354,02-2004,2
1355,02-2004,6
1356,02-2004,2
1357,02-2004,3
1358,02-2004,2
1359,02-2004,1
1360,02-2004,1
1361,02-2004,2
1362,02-2004,1
1363,03-2004,2
1364,03-2004,6
1365,03-2004,3
1366,03-2004,2
1367,03-2004,2
1368,03-2004,4
1369,03-2004,2
1370,03-2004,2
1371,03-2004,3
1372,03-2004,2
1373,03-2004,7
1374,03-2004,1
1375,03-2004,1
1376,03-2004,1
1377,03-2004,2
1378,03-2004,3
1379,03-2004,3
1380,03-2004,1
1381,03-2004,4
1382,03-2004,2
1383,03-2004,1
1384,03-2004,1
1385,03-2004,1
1386,03-2004,4
1387,03-2004,4
1388,03-2004,2
1389,03-2004,4
1390,04-2004,3
1391,04-2004,2
1392,04-2004,3
1393,04-2004,4
1394,04-2004,3
1395,04-2004,5
1396,04-2004,2
1397,04-2004,4
1398,04-2004,4
1399,04-2004,6
1400,04-2004,2
1401,04-2004,2
1402,04-2004,4
1403,04-2004,4
1404,04-2004,4
1405,04-2004,3
1406,04-2004,1
1407,04-2004,3
1408,04-2004,8
1409,04-2004,4
1410,04-2004,1
1411,04-2004,4
1412,04-2004,3
1413,04-2004,2
1414,04-2004,1
1415,04-2004,1
1416,04-2004,2
1417,05-2004,4
1418,05-2004,1
1419,05-2004,4
1420,05-2004,1
1421,05-2004,3
1422,05-2004,2
1423,05-2004,1
1424,05-2004,1
1425,05-2004,2
1426,05-2004,4
1427,05-2004,2
1428,05-2004,2
1429,05-2004,7
1430,05-2004,3
1431,05-2004,1
1432,05-2004,8
1433,05-2004,4
1434,05-2004,3
1435,05-2004,2
1436,05-2004,2
1437,05-2004,4
1438,05-2004,1
1439,05-2004,4
1440,05-2004,1
1441,05-2004,3
1442,05-2004,4
1443,05-2004,6
1444,06-2004,1
1445,06-2004,4
1446,06-2004,7
1447,06-2004,3
1448,06-2004,8
1449,06-2004,5
1450,06-2004,7
1451,06-2004,3
1452,06-2004,8
1453,06-2004,7
1454,06-2004,2
1455,06-2004,5
1456,06-2004,3
1457,06-2004,8
1458,06-2004,5
1459,06-2004,10
1460,06-2004,4
1461,06-2004,3
1462,06-2004,3
1463,06-2004,3
1464,06-2004,4
1465,06-2004,5
1466,06-2004,5
1467,06-2004,5
1468,06-2004,8
1469,06-2004,3
1470,06-2004,4
1471,06-2004,2
1472,06-2004,4
1473,07-2004,6
1474,07-2004,2
1475,07-2004,3
1476,07-2004,3
1477,07-2004,3
1478,07-2004,1
1479,07-2004,1
1480,07-2004,3
1481,07-2004,1
1482,07-2004,1
1483,07-2004,2
1484,07-2004,10
1485,07-2004,2
1486,07-2004,1
1487,07-2004,2
1488,07-2004,5
1489,07-2004,1
1490,07-2004,4
1491,07-2004,2
1492,07-2004,2
1493,07-2004,2
1494,07-2004,4
1495,07-2004,6
1496,07-2004,2
1497,07-2004,5
1498,07-2004,2
